id,name,base_frequencies,rate_variation,matrix_params,basefreq_params,ratevar_params,datatype,phyml_commandline,raxml_commandline,iqtree_commandline,notes,ALL,ALLX,BEAST,MRBAYES,GAMMA,GAMMAI,LIEMARKOV,GAMMALG4X
392,HKY+R4+X,ML,none,1,3,4,DNA,NA,NA,-m HKY+FO+R4,,0,1,0,0,0,0,0,0
393,TRN+R4+X,ML,none,2,3,4,DNA,NA,NA,-m TN+FO+R4,,0,1,0,0,0,0,0,0
394,K81UF+R4+X,ML,none,2,3,4,DNA,NA,NA,-m K81u+FO+R4,,0,1,0,0,0,0,0,0
395,TVM+R4+X,ML,none,4,3,4,DNA,NA,NA,-m TVM+FO+R4,,0,1,0,0,0,0,0,0
396,TIM+R4+X,ML,none,3,3,4,DNA,NA,NA,-m TIM+FO+R4,,0,1,0,0,0,0,0,0
397,GTR+R4+X,ML,none,5,3,4,DNA,NA,NA,-m GTR+FO+R4,,0,1,0,0,0,0,0,0
398,JC+R5,equal,none,0,0,5,DNA,NA,NA,-m JC+R5,,1,1,0,0,0,0,0,0
399,K80+R5,equal,none,1,0,5,DNA,NA,NA,-m K80+R5,,1,1,0,0,0,0,0,0
400,TRNEF+R5,equal,none,2,0,5,DNA,NA,NA,-m TNe+R5,,1,1,0,0,0,0,0,0
401,K81+R5,equal,none,2,0,5,DNA,NA,NA,-m K81+R5,,1,1,0,0,0,0,0,0
402,TVMEF+R5,equal,none,4,0,5,DNA,NA,NA,-m TVMe+R5,,1,1,0,0,0,0,0,0
403,TIMEF+R5,equal,none,3,0,5,DNA,NA,NA,-m TIMe+R5,,1,1,0,0,0,0,0,0
404,SYM+R5,equal,none,5,0,5,DNA,NA,NA,-m SYM+R5,,1,1,0,0,0,0,0,0
405,F81+R5,empirical,none,0,3,5,DNA,NA,NA,-m F81+R5,,1,1,0,0,0,0,0,0
406,HKY+R5,empirical,none,1,3,5,DNA,NA,NA,-m HKY+R5,,1,1,0,0,0,0,0,0
407,TRN+R5,empirical,none,2,3,5,DNA,NA,NA,-m TN+R5,,1,1,0,0,0,0,0,0
408,K81UF+R5,empirical,none,2,3,5,DNA,NA,NA,-m K81u+R5,,1,1,0,0,0,0,0,0
409,TVM+R5,empirical,none,4,3,5,DNA,NA,NA,-m TVM+R5,,1,1,0,0,0,0,0,0
410,TIM+R5,empirical,none,3,3,5,DNA,NA,NA,-m TIM+R5,,1,1,0,0,0,0,0,0
411,GTR+R5,empirical,none,5,3,5,DNA,NA,NA,-m GTR+R5,,1,1,0,0,0,0,0,0
412,F81+R5+X,ML,none,0,3,5,DNA,NA,NA,-m F81+FO+R5,,0,1,0,0,0,0,0,0
413,HKY+R5+X,ML,none,1,3,5,DNA,NA,NA,-m HKY+FO+R5,,0,1,0,0,0,0,0,0
414,TRN+R5+X,ML,none,2,3,5,DNA,NA,NA,-m TN+FO+R5,,0,1,0,0,0,0,0,0
415,K81UF+R5+X,ML,none,2,3,5,DNA,NA,NA,-m K81u+FO+R5,,0,1,0,0,0,0,0,0
416,TVM+R5+X,ML,none,4,3,5,DNA,NA,NA,-m TVM+FO+R5,,0,1,0,0,0,0,0,0
417,TIM+R5+X,ML,none,3,3,5,DNA,NA,NA,-m TIM+FO+R5,,0,1,0,0,0,0,0,0
418,GTR+R5+X,ML,none,5,3,5,DNA,NA,NA,-m GTR+FO+R5,,0,1,0,0,0,0,0,0
419,JC+R6,equal,none,0,0,6,DNA,NA,NA,-m JC+R6,,1,1,0,0,0,0,0,0
420,K80+R6,equal,none,1,0,6,DNA,NA,NA,-m K80+R6,,1,1,0,0,0,0,0,0
421,TRNEF+R6,equal,none,2,0,6,DNA,NA,NA,-m TNe+R6,,1,1,0,0,0,0,0,0
422,K81+R6,equal,none,2,0,6,DNA,NA,NA,-m K81+R6,,1,1,0,0,0,0,0,0
423,TVMEF+R6,equal,none,4,0,6,DNA,NA,NA,-m TVMe+R6,,1,1,0,0,0,0,0,0
424,TIMEF+R6,equal,none,3,0,6,DNA,NA,NA,-m TIMe+R6,,1,1,0,0,0,0,0,0
425,SYM+R6,equal,none,5,0,6,DNA,NA,NA,-m SYM+R6,,1,1,0,0,0,0,0,0
426,F81+R6,empirical,none,0,3,6,DNA,NA,NA,-m F81+R6,,1,1,0,0,0,0,0,0
427,HKY+R6,empirical,none,1,3,6,DNA,NA,NA,-m HKY+R6,,1,1,0,0,0,0,0,0
428,TRN+R6,empirical,none,2,3,6,DNA,NA,NA,-m TN+R6,,1,1,0,0,0,0,0,0
429,K81UF+R6,empirical,none,2,3,6,DNA,NA,NA,-m K81u+R6,,1,1,0,0,0,0,0,0
430,TVM+R6,empirical,none,4,3,6,DNA,NA,NA,-m TVM+R6,,1,1,0,0,0,0,0,0
431,TIM+R6,empirical,none,3,3,6,DNA,NA,NA,-m TIM+R6,,1,1,0,0,0,0,0,0
432,GTR+R6,empirical,none,5,3,6,DNA,NA,NA,-m GTR+R6,,1,1,0,0,0,0,0,0
433,F81+R6+X,ML,none,0,3,6,DNA,NA,NA,-m F81+FO+R6,,0,1,0,0,0,0,0,0
434,HKY+R6+X,ML,none,1,3,6,DNA,NA,NA,-m HKY+FO+R6,,0,1,0,0,0,0,0,0
435,TRN+R6+X,ML,none,2,3,6,DNA,NA,NA,-m TN+FO+R6,,0,1,0,0,0,0,0,0
436,K81UF+R6+X,ML,none,2,3,6,DNA,NA,NA,-m K81u+FO+R6,,0,1,0,0,0,0,0,0
437,TVM+R6+X,ML,none,4,3,6,DNA,NA,NA,-m TVM+FO+R6,,0,1,0,0,0,0,0,0
438,TIM+R6+X,ML,none,3,3,6,DNA,NA,NA,-m TIM+FO+R6,,0,1,0,0,0,0,0,0
439,GTR+R6+X,ML,none,5,3,6,DNA,NA,NA,-m GTR+FO+R6,,0,1,0,0,0,0,0,0
440,JC+R7,equal,none,0,0,7,DNA,NA,NA,-m JC+R7,,1,1,0,0,0,0,0,0
441,K80+R7,equal,none,1,0,7,DNA,NA,NA,-m K80+R7,,1,1,0,0,0,0,0,0
442,TRNEF+R7,equal,none,2,0,7,DNA,NA,NA,-m TNe+R7,,1,1,0,0,0,0,0,0
443,K81+R7,equal,none,2,0,7,DNA,NA,NA,-m K81+R7,,1,1,0,0,0,0,0,0
444,TVMEF+R7,equal,none,4,0,7,DNA,NA,NA,-m TVMe+R7,,1,1,0,0,0,0,0,0
445,TIMEF+R7,equal,none,3,0,7,DNA,NA,NA,-m TIMe+R7,,1,1,0,0,0,0,0,0
446,SYM+R7,equal,none,5,0,7,DNA,NA,NA,-m SYM+R7,,1,1,0,0,0,0,0,0
447,F81+R7,empirical,none,0,3,7,DNA,NA,NA,-m F81+R7,,1,1,0,0,0,0,0,0
448,HKY+R7,empirical,none,1,3,7,DNA,NA,NA,-m HKY+R7,,1,1,0,0,0,0,0,0
449,TRN+R7,empirical,none,2,3,7,DNA,NA,NA,-m TN+R7,,1,1,0,0,0,0,0,0
450,K81UF+R7,empirical,none,2,3,7,DNA,NA,NA,-m K81u+R7,,1,1,0,0,0,0,0,0
451,TVM+R7,empirical,none,4,3,7,DNA,NA,NA,-m TVM+R7,,1,1,0,0,0,0,0,0
452,TIM+R7,empirical,none,3,3,7,DNA,NA,NA,-m TIM+R7,,1,1,0,0,0,0,0,0
453,GTR+R7,empirical,none,5,3,7,DNA,NA,NA,-m GTR+R7,,1,1,0,0,0,0,0,0
454,F81+R7+X,ML,none,0,3,7,DNA,NA,NA,-m F81+FO+R7,,0,1,0,0,0,0,0,0
455,HKY+R7+X,ML,none,1,3,7,DNA,NA,NA,-m HKY+FO+R7,,0,1,0,0,0,0,0,0
456,TRN+R7+X,ML,none,2,3,7,DNA,NA,NA,-m TN+FO+R7,,0,1,0,0,0,0,0,0
457,K81UF+R7+X,ML,none,2,3,7,DNA,NA,NA,-m K81u+FO+R7,,0,1,0,0,0,0,0,0
458,TVM+R7+X,ML,none,4,3,7,DNA,NA,NA,-m TVM+FO+R7,,0,1,0,0,0,0,0,0
459,TIM+R7+X,ML,none,3,3,7,DNA,NA,NA,-m TIM+FO+R7,,0,1,0,0,0,0,0,0
460,GTR+R7+X,ML,none,5,3,7,DNA,NA,NA,-m GTR+FO+R7,,0,1,0,0,0,0,0,0
461,JC+R8,equal,none,0,0,8,DNA,NA,NA,-m JC+R8,,1,1,0,0,0,0,0,0
462,K80+R8,equal,none,1,0,8,DNA,NA,NA,-m K80+R8,,1,1,0,0,0,0,0,0
463,TRNEF+R8,equal,none,2,0,8,DNA,NA,NA,-m TNe+R8,,1,1,0,0,0,0,0,0
464,K81+R8,equal,none,2,0,8,DNA,NA,NA,-m K81+R8,,1,1,0,0,0,0,0,0
465,TVMEF+R8,equal,none,4,0,8,DNA,NA,NA,-m TVMe+R8,,1,1,0,0,0,0,0,0
466,TIMEF+R8,equal,none,3,0,8,DNA,NA,NA,-m TIMe+R8,,1,1,0,0,0,0,0,0
467,SYM+R8,equal,none,5,0,8,DNA,NA,NA,-m SYM+R8,,1,1,0,0,0,0,0,0
468,F81+R8,empirical,none,0,3,8,DNA,NA,NA,-m F81+R8,,1,1,0,0,0,0,0,0
469,HKY+R8,empirical,none,1,3,8,DNA,NA,NA,-m HKY+R8,,1,1,0,0,0,0,0,0
470,TRN+R8,empirical,none,2,3,8,DNA,NA,NA,-m TN+R8,,1,1,0,0,0,0,0,0
471,K81UF+R8,empirical,none,2,3,8,DNA,NA,NA,-m K81u+R8,,1,1,0,0,0,0,0,0
472,TVM+R8,empirical,none,4,3,8,DNA,NA,NA,-m TVM+R8,,1,1,0,0,0,0,0,0
473,TIM+R8,empirical,none,3,3,8,DNA,NA,NA,-m TIM+R8,,1,1,0,0,0,0,0,0
474,GTR+R8,empirical,none,5,3,8,DNA,NA,NA,-m GTR+R8,,1,1,0,0,0,0,0,0
475,F81+R8+X,ML,none,0,3,8,DNA,NA,NA,-m F81+FO+R8,,0,1,0,0,0,0,0,0
476,HKY+R8+X,ML,none,1,3,8,DNA,NA,NA,-m HKY+FO+R8,,0,1,0,0,0,0,0,0
477,TRN+R8+X,ML,none,2,3,8,DNA,NA,NA,-m TN+FO+R8,,0,1,0,0,0,0,0,0
478,K81UF+R8+X,ML,none,2,3,8,DNA,NA,NA,-m K81u+FO+R8,,0,1,0,0,0,0,0,0
479,TVM+R8+X,ML,none,4,3,8,DNA,NA,NA,-m TVM+FO+R8,,0,1,0,0,0,0,0,0
480,TIM+R8+X,ML,none,3,3,8,DNA,NA,NA,-m TIM+FO+R8,,0,1,0,0,0,0,0,0
481,GTR+R8+X,ML,none,5,3,8,DNA,NA,NA,-m GTR+FO+R8,,0,1,0,0,0,0,0,0
482,JC+R10,equal,none,0,0,10,DNA,NA,NA,-m JC+R10,,1,1,0,0,0,0,0,0
483,K80+R10,equal,none,1,0,10,DNA,NA,NA,-m K80+R10,,1,1,0,0,0,0,0,0
484,TRNEF+R10,equal,none,2,0,10,DNA,NA,NA,-m TNe+R10,,1,1,0,0,0,0,0,0
485,K81+R10,equal,none,2,0,10,DNA,NA,NA,-m K81+R10,,1,1,0,0,0,0,0,0
486,TVMEF+R10,equal,none,4,0,10,DNA,NA,NA,-m TVMe+R10,,1,1,0,0,0,0,0,0
487,TIMEF+R10,equal,none,3,0,10,DNA,NA,NA,-m TIMe+R10,,1,1,0,0,0,0,0,0
488,SYM+R10,equal,none,5,0,10,DNA,NA,NA,-m SYM+R10,,1,1,0,0,0,0,0,0
489,F81+R10,empirical,none,0,3,10,DNA,NA,NA,-m F81+R10,,1,1,0,0,0,0,0,0
490,HKY+R10,empirical,none,1,3,10,DNA,NA,NA,-m HKY+R10,,1,1,0,0,0,0,0,0
491,TRN+R10,empirical,none,2,3,10,DNA,NA,NA,-m TN+R10,,1,1,0,0,0,0,0,0
492,K81UF+R10,empirical,none,2,3,10,DNA,NA,NA,-m K81u+R10,,1,1,0,0,0,0,0,0
493,TVM+R10,empirical,none,4,3,10,DNA,NA,NA,-m TVM+R10,,1,1,0,0,0,0,0,0
494,TIM+R10,empirical,none,3,3,10,DNA,NA,NA,-m TIM+R10,,1,1,0,0,0,0,0,0
495,GTR+R10,empirical,none,5,3,10,DNA,NA,NA,-m GTR+R10,,1,1,0,0,0,0,0,0
496,F81+R10+X,ML,none,0,3,10,DNA,NA,NA,-m F81+FO+R10,,0,1,0,0,0,0,0,0
497,HKY+R10+X,ML,none,1,3,10,DNA,NA,NA,-m HKY+FO+R10,,0,1,0,0,0,0,0,0
498,TRN+R10+X,ML,none,2,3,10,DNA,NA,NA,-m TN+FO+R10,,0,1,0,0,0,0,0,0
499,K81UF+R10+X,ML,none,2,3,10,DNA,NA,NA,-m K81u+FO+R10,,0,1,0,0,0,0,0,0
500,TVM+R10+X,ML,none,4,3,10,DNA,NA,NA,-m TVM+FO+R10,,0,1,0,0,0,0,0,0
501,TIM+R10+X,ML,none,3,3,10,DNA,NA,NA,-m TIM+FO+R10,,0,1,0,0,0,0,0,0
502,GTR+R10+X,ML,none,5,3,10,DNA,NA,NA,-m GTR+FO+R10,,0,1,0,0,0,0,0,0
503,JC+R12,equal,none,0,0,12,DNA,NA,NA,-m JC+R12,,1,1,0,0,0,0,0,0
504,K80+R12,equal,none,1,0,12,DNA,NA,NA,-m K80+R12,,1,1,0,0,0,0,0,0
505,TRNEF+R12,equal,none,2,0,12,DNA,NA,NA,-m TNe+R12,,1,1,0,0,0,0,0,0
506,K81+R12,equal,none,2,0,12,DNA,NA,NA,-m K81+R12,,1,1,0,0,0,0,0,0
507,TVMEF+R12,equal,none,4,0,12,DNA,NA,NA,-m TVMe+R12,,1,1,0,0,0,0,0,0
508,TIMEF+R12,equal,none,3,0,12,DNA,NA,NA,-m TIMe+R12,,1,1,0,0,0,0,0,0
509,SYM+R12,equal,none,5,0,12,DNA,NA,NA,-m SYM+R12,,1,1,0,0,0,0,0,0
510,F81+R12,empirical,none,0,3,12,DNA,NA,NA,-m F81+R12,,1,1,0,0,0,0,0,0
511,HKY+R12,empirical,none,1,3,12,DNA,NA,NA,-m HKY+R12,,1,1,0,0,0,0,0,0
512,TRN+R12,empirical,none,2,3,12,DNA,NA,NA,-m TN+R12,,1,1,0,0,0,0,0,0
513,K81UF+R12,empirical,none,2,3,12,DNA,NA,NA,-m K81u+R12,,1,1,0,0,0,0,0,0
514,TVM+R12,empirical,none,4,3,12,DNA,NA,NA,-m TVM+R12,,1,1,0,0,0,0,0,0
515,TIM+R12,empirical,none,3,3,12,DNA,NA,NA,-m TIM+R12,,1,1,0,0,0,0,0,0
516,GTR+R12,empirical,none,5,3,12,DNA,NA,NA,-m GTR+R12,,1,1,0,0,0,0,0,0
517,F81+R12+X,ML,none,0,3,12,DNA,NA,NA,-m F81+FO+R12,,0,1,0,0,0,0,0,0
518,HKY+R12+X,ML,none,1,3,12,DNA,NA,NA,-m HKY+FO+R12,,0,1,0,0,0,0,0,0
519,TRN+R12+X,ML,none,2,3,12,DNA,NA,NA,-m TN+FO+R12,,0,1,0,0,0,0,0,0
520,K81UF+R12+X,ML,none,2,3,12,DNA,NA,NA,-m K81u+FO+R12,,0,1,0,0,0,0,0,0
521,TVM+R12+X,ML,none,4,3,12,DNA,NA,NA,-m TVM+FO+R12,,0,1,0,0,0,0,0,0
522,TIM+R12+X,ML,none,3,3,12,DNA,NA,NA,-m TIM+FO+R12,,0,1,0,0,0,0,0,0
523,GTR+R12+X,ML,none,5,3,12,DNA,NA,NA,-m GTR+FO+R12,,0,1,0,0,0,0,0,0
524,JC+R15,equal,none,0,0,15,DNA,NA,NA,-m JC+R15,,1,1,0,0,0,0,0,0
525,K80+R15,equal,none,1,0,15,DNA,NA,NA,-m K80+R15,,1,1,0,0,0,0,0,0
526,TRNEF+R15,equal,none,2,0,15,DNA,NA,NA,-m TNe+R15,,1,1,0,0,0,0,0,0
527,K81+R15,equal,none,2,0,15,DNA,NA,NA,-m K81+R15,,1,1,0,0,0,0,0,0
528,TVMEF+R15,equal,none,4,0,15,DNA,NA,NA,-m TVMe+R15,,1,1,0,0,0,0,0,0
529,TIMEF+R15,equal,none,3,0,15,DNA,NA,NA,-m TIMe+R15,,1,1,0,0,0,0,0,0
530,SYM+R15,equal,none,5,0,15,DNA,NA,NA,-m SYM+R15,,1,1,0,0,0,0,0,0
531,F81+R15,empirical,none,0,3,15,DNA,NA,NA,-m F81+R15,,1,1,0,0,0,0,0,0
532,HKY+R15,empirical,none,1,3,15,DNA,NA,NA,-m HKY+R15,,1,1,0,0,0,0,0,0
533,TRN+R15,empirical,none,2,3,15,DNA,NA,NA,-m TN+R15,,1,1,0,0,0,0,0,0
534,K81UF+R15,empirical,none,2,3,15,DNA,NA,NA,-m K81u+R15,,1,1,0,0,0,0,0,0
535,TVM+R15,empirical,none,4,3,15,DNA,NA,NA,-m TVM+R15,,1,1,0,0,0,0,0,0
536,TIM+R15,empirical,none,3,3,15,DNA,NA,NA,-m TIM+R15,,1,1,0,0,0,0,0,0
537,GTR+R15,empirical,none,5,3,15,DNA,NA,NA,-m GTR+R15,,1,1,0,0,0,0,0,0
538,F81+R15+X,ML,none,0,3,15,DNA,NA,NA,-m F81+FO+R15,,0,1,0,0,0,0,0,0
539,HKY+R15+X,ML,none,1,3,15,DNA,NA,NA,-m HKY+FO+R15,,0,1,0,0,0,0,0,0
540,TRN+R15+X,ML,none,2,3,15,DNA,NA,NA,-m TN+FO+R15,,0,1,0,0,0,0,0,0
541,K81UF+R15+X,ML,none,2,3,15,DNA,NA,NA,-m K81u+FO+R15,,0,1,0,0,0,0,0,0
542,TVM+R15+X,ML,none,4,3,15,DNA,NA,NA,-m TVM+FO+R15,,0,1,0,0,0,0,0,0
543,TIM+R15+X,ML,none,3,3,15,DNA,NA,NA,-m TIM+FO+R15,,0,1,0,0,0,0,0,0
544,GTR+R15+X,ML,none,5,3,15,DNA,NA,NA,-m GTR+FO+R15,,0,1,0,0,0,0,0,0
545,JC+R20,equal,none,0,0,20,DNA,NA,NA,-m JC+R20,,1,1,0,0,0,0,0,0
546,K80+R20,equal,none,1,0,20,DNA,NA,NA,-m K80+R20,,1,1,0,0,0,0,0,0
547,TRNEF+R20,equal,none,2,0,20,DNA,NA,NA,-m TNe+R20,,1,1,0,0,0,0,0,0
548,K81+R20,equal,none,2,0,20,DNA,NA,NA,-m K81+R20,,1,1,0,0,0,0,0,0
549,TVMEF+R20,equal,none,4,0,20,DNA,NA,NA,-m TVMe+R20,,1,1,0,0,0,0,0,0
550,TIMEF+R20,equal,none,3,0,20,DNA,NA,NA,-m TIMe+R20,,1,1,0,0,0,0,0,0
551,SYM+R20,equal,none,5,0,20,DNA,NA,NA,-m SYM+R20,,1,1,0,0,0,0,0,0
552,F81+R20,empirical,none,0,3,20,DNA,NA,NA,-m F81+R20,,1,1,0,0,0,0,0,0
553,HKY+R20,empirical,none,1,3,20,DNA,NA,NA,-m HKY+R20,,1,1,0,0,0,0,0,0
554,TRN+R20,empirical,none,2,3,20,DNA,NA,NA,-m TN+R20,,1,1,0,0,0,0,0,0
555,K81UF+R20,empirical,none,2,3,20,DNA,NA,NA,-m K81u+R20,,1,1,0,0,0,0,0,0
556,TVM+R20,empirical,none,4,3,20,DNA,NA,NA,-m TVM+R20,,1,1,0,0,0,0,0,0
557,TIM+R20,empirical,none,3,3,20,DNA,NA,NA,-m TIM+R20,,1,1,0,0,0,0,0,0
558,GTR+R20,empirical,none,5,3,20,DNA,NA,NA,-m GTR+R20,,1,1,0,0,0,0,0,0
559,F81+R20+X,ML,none,0,3,20,DNA,NA,NA,-m F81+FO+R20,,0,1,0,0,0,0,0,0
560,HKY+R20+X,ML,none,1,3,20,DNA,NA,NA,-m HKY+FO+R20,,0,1,0,0,0,0,0,0
561,TRN+R20+X,ML,none,2,3,20,DNA,NA,NA,-m TN+FO+R20,,0,1,0,0,0,0,0,0
562,K81UF+R20+X,ML,none,2,3,20,DNA,NA,NA,-m K81u+FO+R20,,0,1,0,0,0,0,0,0
563,TVM+R20+X,ML,none,4,3,20,DNA,NA,NA,-m TVM+FO+R20,,0,1,0,0,0,0,0,0
564,TIM+R20+X,ML,none,3,3,20,DNA,NA,NA,-m TIM+FO+R20,,0,1,0,0,0,0,0,0
565,GTR+R20+X,ML,none,5,3,20,DNA,NA,NA,-m GTR+FO+R20,,0,1,0,0,0,0,0,0
